"Date","Profile","Message","Number.of.Likes","Number.of.comments","Total.interactions","Impressions","Interactions.per.impression","Profile.ID","Post.ID","Link","X","Date_BR","Month","ID_month","total_interactions_month","mean_interactions_month","median_interactions_month","num_postagens_month","Interval_Week","ID_week","total_interactions_week","mean_interactions_week","median_interactions_week","num_postagens_week"
NA,"Jair M. Bolsonaro"," Ainda passamos o Governo com menor dívida bruta, colocamos todos os estados com suas contas no azul, garantindo ainda que pagassem seus funcionários públicos, diminuindo impostos e aumentando arrecadação. Fatos históricos no 🇧🇷!",517585,14688,532273,NA,NA,324756395,18356168023013440,"https://www.instagram.com/reel/CqnHNLKjhnQ/",NA,NA,NA,NA,NA,NA,NA,NA,"NA até NA",NA,NA,NA,NA,NA
NA,"Jair M. Bolsonaro"," DESBUROCRATIZAÇÕES, EMPREGOS E MAIS UM RECORDE:- Mais de 1,3 milhão de empresas são criadas no país em quatro meses.- Tempo médio de abertura de empresas cai para um dia e 2 horas em julho de 2022, representando redução de 5 horas em relação ao mês anterior (um dia e 7 horas). Já em setembro de 2022, o tempo médio de abertura de empresas cai para 23 horas no país.- Em relação ao início de 2019, a queda foi de quatro dias e 10 horas (82,2%). É o menor tempo médio já registrado na história.- Detalhes: https://www.gov.br/economia/pt-br/assuntos/noticias/2022/setembro/tempo-medio-de-abertura-de-empresas-cai-para-23-horas-no-pais",178014,4009,182023,NA,NA,324756395,18002926138657748,"https://www.instagram.com/p/CqklQP0OFdc/",NA,NA,NA,NA,NA,NA,NA,NA,"NA até NA",NA,NA,NA,NA,NA
NA,"Jair M. Bolsonaro"," NOVO RECORDE: BRASIL APRESENTOU REDUÇÃO NOS CRIMES VIOLENTOS LETAIS NOS PRIMEIROS 6 MESES DO ANO, COMPARADO A 2021!- Até o fim de 2022, mais de R$ 3 bilhões foram investidos em equipamentos e tecnologias para o combate aocrime.- Incrementos na política de Segurança Pública, como agilização na venda de bens apreendidos do tráfico, são um dos principais fatores para equipamento e investimento em inteligência e equipamento das Forças Públicas de Segurança.- Jamais podemos esquecer a resiliência dos bravos guerreiros das Forças Estaduais e Municipais de Segurança.",268673,4483,273156,NA,NA,324756395,17875089116851668,"https://www.instagram.com/p/Cqi1Z_gP1jq/",NA,NA,NA,NA,NA,NA,NA,NA,"NA até NA",NA,NA,NA,NA,NA
NA,"Jair M. Bolsonaro"," TRANSPOSICÃO DO RIO SÃO-FRANCISCO:. Iniciada em 2007, retomada em 2019 e concluída em 2021, com 477 km de canais,. Contratação de obras acessórias (não previstas antes) com canais nos estados de alagoas, Paraíba, Rio Grande do Norte, Bahia, Sergipe e Ceará,. R$ 4.8 bilhões de reais investidos em nosso Governo,. 16 milhões de pessoas alcançadas (28% da população da região Nordeste),",655173,12367,667540,NA,NA,324756395,17929522421656780,"https://www.instagram.com/p/CqiBVPpunvl/",NA,NA,NA,NA,NA,NA,NA,NA,"NA até NA",NA,NA,NA,NA,NA
NA,"Jair M. Bolsonaro"," Pix é o meio de pagamento mais usado no Brasil em 2022:- Importante medida implementada pelo Governo jairmessiasbolsonaro barateou e agilizou as transações financeiras de todos os Brasileiros.- Vale lembrar que o atual governo não descarta a taxação de mais esse meio oferecido ao povo.- Ao todo, foram 24 bilhões de transações realizadas por essa forma de transação.- No último ano, o sistema de volume financeiro total foi de R$ 10,9 trilhões.",910078,13781,923859,NA,NA,324756395,18034511191426584,"https://www.instagram.com/p/CqfloOQu6eB/",NA,NA,NA,NA,NA,NA,NA,NA,"NA até NA",NA,NA,NA,NA,NA
NA,"Jair M. Bolsonaro"," EFICIÊNCIA E MAIS RESULTADOS POSITIVOS AO POVO!. 8.1 milhões de empresas abertas em 3 anos (média de 2,7 milhões por ano), . Nos governos do PT foram 8 milhões em 14 anos (média de 0,57 milhões por ano),. Programas de preservação de emprego salvaram 10 milhões de empresas da falência,. Mais de 5 milhões de empregos gerados em 4 anos,. Mais de 100 milhões de empregados no país. O maior número na história do país.. Desburocratizações recordes, lei da liberdade econômica beneficiando o pequeno empreendedor e digitalizações diminuindo custos a cada Brasileiro.",535475,8851,544326,NA,NA,324756395,17973312905042088,"https://www.instagram.com/p/Cqd5W4fPrro/",NA,NA,NA,NA,NA,NA,NA,NA,"NA até NA",NA,NA,NA,NA,NA
NA,"Jair M. Bolsonaro"," Vale lembrar que toda a bancada do PT no Senado votou contra redução de ICMS que encarece os combustíveis, bem como Lula sempre se colocou contrário a diminuição destes impostos que barateia o preço da comida e da vida dos brasileiros.- A conta quem vai pagar novamente são os senhores!",294619,8624,303243,NA,NA,324756395,17982249995056276,"https://www.instagram.com/p/Cqc7nZlOPtz/",NA,NA,NA,NA,NA,NA,NA,NA,"NA até NA",NA,NA,NA,NA,NA
NA,"Jair M. Bolsonaro"," MAIS NÚMEROS SOBRE SEGURANÇA PÚBLICA DURANTE NOSSA GESTÃO:. R$ 5,4 bilhões Investidos em segurança entre 2019 e 2021,. Menor número de assassinatos desde 2011.. Maior redução no número de homicídios da história recente,. Mais de R$1,5 bilhão foram repassados para as polícias estaduais,. Prejuízo de R$ 30,7 bilhões ao crime organizado incluindo tráfico de drogas,. Criação do Programa Vigia, desarticulando o tráfico nas fronteiras, Intensificação do número de operações da Força Nacional de 46 (2018) para 96 (2021).",420515,7865,428380,NA,NA,324756395,17869516205874374,"https://www.instagram.com/p/CqbayHnvGAQ/",NA,NA,NA,NA,NA,NA,NA,NA,"NA até NA",NA,NA,NA,NA,NA
NA,"Jair M. Bolsonaro","-",1282808,48994,1331802,NA,NA,324756395,18016603792546876,"https://www.instagram.com/reel/Cqaod7ij0xN/",NA,NA,NA,NA,NA,NA,NA,NA,"NA até NA",NA,NA,NA,NA,NA
NA,"Jair M. Bolsonaro","-",216792,5885,222677,NA,NA,324756395,18022266481508300,"https://www.instagram.com/p/CqZ8giIukNu/",NA,NA,NA,NA,NA,NA,NA,NA,"NA até NA",NA,NA,NA,NA,NA
NA,"Jair M. Bolsonaro"," Mais uma fakenews desmascarada: Bolsonaro / violência LGBT. - Contra números não vencem as narrativas! - Índices GERAIS de homicídios diminuíram historicamente em nossa gestão, refletindo na diminuição contra as mulheres e homossexuais.",185907,4309,190216,NA,NA,324756395,17996852179755726,"https://www.instagram.com/reel/CqYuBlLDxeH/",NA,NA,NA,NA,NA,NA,NA,NA,"NA até NA",NA,NA,NA,NA,NA
NA,"Jair M. Bolsonaro"," SETOR FERROVIÁRIO: - Programa Pro Trilhos ultrapassa R$ 100 bilhões de investimentos previstos no modal ferroviário. - O programa do Governo jairmessiasbolsonaro estimula a ampliação da malha ferroviária nacional pelo instrumento de outorga por autorização, aumenta a atratividade do setor privado para realizar investimentos em ferrovias, com mais empregos, infraestrutura e preservando o meio ambiente.- 🇧🇷👍🏼Detalhes: https://www.gov.br/infraestrutura/pt-br/assuntos/noticias/2021/10/pro-trilhos-ultrapassa-r-100-bilhoes-de-investimentos-previstos-em-novas-ferrovias",201929,4256,206185,NA,NA,324756395,17990717887745012,"https://www.instagram.com/p/CqXvBPmO0rZ/",NA,NA,NA,NA,NA,NA,NA,NA,"NA até NA",NA,NA,NA,NA,NA
NA,"Jair M. Bolsonaro"," INVERSÃO DA BASE DA PIRÂMIDE ESPORTIVA! O BRASIL SE TORNOU UMA POTÊNCIA EM MUITO POUCO TEMPO NO DESPORTO ESCOLAR! - Com investimento de R$ 5,5 milhões do Governo jairmessiasbolsonaro , Brasil brilha na Gymnasiade. - Delegação nacional teve recorde de 230 representantes e terminou a competição escolar na segunda posição, atrás apenas da França, anfitriã do megaevento. - Competição reuniu estudantes-atletas de 69 países! - Mais informações: https://www.gov.br/pt-br/noticias/cultura-artes-historia-e-esportes/2022/05/com-investimento-de-r-5-5-milhoes-do-governo-federal-brasil-brilha-na-gymnasiade",511688,6521,518209,NA,NA,324756395,17946628382560194,"https://www.instagram.com/p/CqWSTsPv0wd/",NA,NA,NA,NA,NA,NA,NA,NA,"NA até NA",NA,NA,NA,NA,NA
NA,"Jair M. Bolsonaro"," CONHEÇA MAIS ISENÇÕES DE IMPOSTOS:- SANCIONAMOS, PROJETO DE LEI COMPLEMENTAR (PLP) QUE PRORROGA, POR ATÉ 15 ANOS, AS ISENÇÕES, INCENTIVOS E BENEFÍCIOS FISCAIS RELATIVOS AO (ICMS), NOS CASOS DE ATIVIDADES DESTINADAS À MANUTENÇÃO OU AO INCREMENTO DOS SETORES PORTUÁRIO E AEROPORTUÁRIO.- A medida é válida para as atividades destinadas à manutenção ou ao incremento das atividades comerciais ou aquelas destinadas às operações e prestações interestaduais com produtos agropecuários e extrativos vegetais in natura.- Importante sempre lembrar que o país bateu recorde de arrecadação mesmo com reduções de impostos! 🇧🇷",508101,7338,515439,NA,NA,324756395,17991630874877436,"https://www.instagram.com/p/CqVFJMGu2v3/",NA,NA,NA,NA,NA,NA,NA,NA,"NA até NA",NA,NA,NA,NA,NA
NA,"Jair M. Bolsonaro"," Arrecadação de impostos bate mais um recorde em fevereiro. Os dados mostram que a decisão tomada pelo Governo Jair Bolsonaro de reduzir tributos foi correta. Mesmo com as 13 reduções tributárias permanentes a arrecadação continuou batendo recordes históricos.- Detalhes: https://www.gazetadopovo.com.br/economia/breves/arrecadacao-impostos-sobe-alcanca-158-bilhoes-fevereiro/amp/Twitter via ASachsida",296258,5115,301373,NA,NA,324756395,18005015461618560,"https://www.instagram.com/p/CqTjiYSvcM3/",NA,NA,NA,NA,NA,NA,NA,NA,"NA até NA",NA,NA,NA,NA,NA
NA,"Jair M. Bolsonaro"," Boa segunda a todos!",434819,10628,445447,NA,NA,324756395,17949475373535184,"https://www.instagram.com/reel/CqShBYRjV-0/",NA,NA,NA,NA,NA,NA,NA,NA,"NA até NA",NA,NA,NA,NA,NA
NA,"Jair M. Bolsonaro"," Nova Lei de Licitações assinada pelo Presidente Jair Bolsonaro.- Assinado decreto que estabelece critérios para classificar bens de consumo a serem adquiridos pela Administração Pública.- O texto regulamenta a nova Lei de Licitações e habilita os itens nas categorias qualidade comum e qualidade de luxo.- Bens de luxo são itens de consumo com alta elasticidade-renda da demanda, identificados por características como: ostentação, magnificência, forte apelo estético ou requinte. A medida veda, portanto, a aquisição destes bens pela Administração Pública.- Saiba detalhes: https://www.gov.br/secretariageral/pt-br/noticias/2021/setembro/decreto-veda-aquisicao-pela-administracao-publica-de-bens-de-consumo-classificados-como-artigos-de-luxo",438333,6895,445228,NA,NA,324756395,17975608370150924,"https://www.instagram.com/p/CqRBcdtPfo1/",NA,NA,NA,NA,NA,NA,NA,NA,"NA até NA",NA,NA,NA,NA,NA
NA,"Jair M. Bolsonaro","-",186070,4140,190210,NA,NA,324756395,18017935165486160,"https://www.instagram.com/reel/CqQP5pOjiiz/",NA,NA,NA,NA,NA,NA,NA,NA,"NA até NA",NA,NA,NA,NA,NA
NA,"Jair M. Bolsonaro"," MAIS UM RECORDE: GOVERNO JAIR BOLSONARO (SEGURANÇA PÚBLICA) 184 LEILÕES EM 10 MESES:- Foram vendidos mais de 3 mil itens e arrecadados cerca de RS 105 milhões!- Todos os recursos são aplicados no investimento de material humano, equipamento e inteligência das Forças de Segurança Pública.- Detalhes: https://www.gov.br/mj/pt-br/assuntos/noticias/ministerio-da-justica-e-seguranca-publica-bate-recorde-com-184-leiloes-realizados-em-10-meses",341788,5561,347349,NA,NA,324756395,17900833016693272,"https://www.instagram.com/p/CqOWp6Nv0Xv/",NA,NA,NA,NA,NA,NA,NA,NA,"NA até NA",NA,NA,NA,NA,NA
NA,"Jair M. Bolsonaro"," Bom sábado a todos!",536805,23774,560579,NA,NA,324756395,17946920972460844,"https://www.instagram.com/reel/CqNS7_Wjjcm/",NA,NA,NA,NA,NA,NA,NA,NA,"NA até NA",NA,NA,NA,NA,NA
NA,"Jair M. Bolsonaro","-",692107,31353,723460,NA,NA,324756395,17921448530690880,"https://www.instagram.com/reel/CqK8Rbdjjsy/",NA,NA,NA,NA,NA,NA,NA,NA,"NA até NA",NA,NA,NA,NA,NA
NA,"Jair M. Bolsonaro","Via flaviobolsonaro",302848,7163,310011,NA,NA,324756395,18001828402642912,"https://www.instagram.com/reel/CqJcggpDv7R/",NA,NA,NA,NA,NA,NA,NA,NA,"NA até NA",NA,NA,NA,NA,NA
NA,"Jair M. Bolsonaro","Venezuelana alerta ao povo brasileiro:",229089,4508,233597,NA,NA,324756395,17862454913908980,"https://www.instagram.com/reel/CqILmvdDeTE/",NA,NA,NA,NA,NA,NA,NA,NA,"NA até NA",NA,NA,NA,NA,NA
NA,"Jair M. Bolsonaro","-",518890,15812,534702,NA,NA,324756395,17881059167781368,"https://www.instagram.com/p/CqGJt9BunEt/",NA,NA,NA,NA,NA,NA,NA,NA,"NA até NA",NA,NA,NA,NA,NA
NA,"Jair M. Bolsonaro"," MAIS AVANÇOS NO COMBATE À CRIMINALIDADE (GOVERNO jairmessiasbolsonaro )- NOVA ORGANIZAÇÃO DO BANCO NACIONAL DE PERFIS GENÉTICOS JÁ AUXILIOU EM MAIS DE 3,4 MIL INVESTIGAÇÕES CRIMINAIS, INCLUINDO CASOS ANTIGOS.. R$ 150 milhões em investimentos desde 2019,. 102 mil perfis genéticos cadastrados, quase 15 vezes mais que em 2018.- Redução histórica nos homicídios (homens, mulheres, lgbt)- Recorde histórico na apreensão de drogas salvando vidas e famílias- Geração de mais de 5 milhões de empregos, o que diminui a criminalidade- Histórica arrecadação financeira com agilização de leilões de bens do tráfico e reversão para as Forças de Segurança- Estes são apenas alguns exemplos que certamente você não verá em determinados veículos de comunicação!",177683,2827,180510,NA,NA,324756395,18057927001391124,"https://www.instagram.com/p/CqFn94puOC-/",NA,NA,NA,NA,NA,NA,NA,NA,"NA até NA",NA,NA,NA,NA,NA
NA,"Jair M. Bolsonaro"," Agradeço do fundo do coração todas as mensagens de Feliz Aniversário na data de hoje. Que Deus nos abençoe sempre! Um forte e fraterno abraço a todos 🇧🇷👍!",1883851,157177,2041028,NA,NA,324756395,17974860974298868,"https://www.instagram.com/p/CqEjSzULWPF/",NA,NA,NA,NA,NA,NA,NA,NA,"NA até NA",NA,NA,NA,NA,NA
NA,"Jair M. Bolsonaro"," APÓS 53 ANOS DE ATIVIDADE, A CEAGESP ENTROU OFICIALMENTE PARA O BANCO DE ALIMENTOS DO GOVERNO FEDERAL!- A adesão à plataforma Brasil Fraterno - Comida no Prato incentivou a doação de alimentos, além de reduzir perdas e desperdício para combater a fome.- Ferramenta que conecta empresas que querem doar alimentos a bancos de alimentos e/ou instituições socioassistenciais que precisam receber as doações.- A iniciativa do Governo Jair Bolsonaro reduziu a burocracia e facilitou a vida dos brasileiros. - A chegada da CEAGESP (3ª maior rede pública de armazéns do mundo) trouxe ao programa uma grande força. Agora, ela vem somar ainda à Rede Brasileira de Bancos de Alimentos.- A CEAGESP poderá receber doações de agentes privados, que TERÃO ISENÇÃO DE ICMS NOS PRODUTOS DOADOS!",234433,7167,241600,NA,NA,324756395,17868243029871028,"https://www.instagram.com/p/CqD1RsQPAgL/",NA,NA,NA,NA,NA,NA,NA,NA,"NA até NA",NA,NA,NA,NA,NA
NA,"Jair M. Bolsonaro"," GOVERNO JAIR BOLSONARO E O NOVO E HISTÓRICO MARCO DO SANEAMENTO BÁSICO (SAÚDE, MEIO AMBIENTE E EDUCAÇÃO)- SEGUNDO O (SNIS), AO FINAL DE 2020, APENAS 84,13% DOS BRASILEIROS TINHA AGUA POTAVEL E 54,95% TINHAM COLETA DE ESGOTO.- Até 2033, 99% dos brasileiros terá água potável e 90% terão coleta de esgoto.- A iniciativa permitiu aumento de quase 1.000% nos investimentos na área. Com o marco do saneamento, saltamos para cerca de R$50 bilhões em investimentos anuais, garantindo que mais de 9 milhões de pessoas tenham acesso a esgoto tratado nos próximos anos.. R$753 bilhões é a previsão total de investimentos até 2033, sendo R$498 bilhões na expansão da rede de áqua (R$144 bilhões) e de esgoto (R$ 354 bilhões),. R$10,7 bilhões em investimentos federais, R$30,08 bilhões arrecadados em outorgas.",304346,17268,321614,NA,NA,324756395,17846261969957722,"https://www.instagram.com/p/CqDE-unOqbd/",NA,NA,NA,NA,NA,NA,NA,NA,"NA até NA",NA,NA,NA,NA,NA
NA,"Jair M. Bolsonaro","As armas dos traficantes não é uma cobrança que se dirige a vocês?",190492,12708,203200,NA,NA,324756395,17985478744825852,"https://www.instagram.com/reel/CqA0l5dDjjB/",NA,NA,NA,NA,NA,NA,NA,NA,"NA até NA",NA,NA,NA,NA,NA
NA,"Jair M. Bolsonaro","O agronegócio brasileiro é exemplo e a garantia para manutenção da alimentação mundial.",179499,3973,183472,NA,NA,324756395,18036382810453092,"https://www.instagram.com/reel/CqAhk5Lj-Jd/",NA,NA,NA,NA,NA,NA,NA,NA,"NA até NA",NA,NA,NA,NA,NA
NA,"Jair M. Bolsonaro"," NÃO TE CONTARAM! COMPARTILHE A VERDADE!- MAIS UMA ATITUDE DE JAIR BOLSONARO PARA BARATEAMENTO DOS COMBUSTÍVEIS, ALÉM DE ZERAR IMPOSTOS FEDERAIS.- SANCIONADA LEI QUE PERMITE POSTOS DE COMBUSTÍVEL A COMPRAR ETANOL DIRETAMENTE DE PRODUTORES, SEM ATRAVESSADORES:- Após aprovação da MP, a lei permite a venda direta do etanol (inclusive o que é misturado para a solução da gasolina), visando aumentar a competição no setor de combustíveis e barateamento do produto, eliminando a obrigatoriedade dos postos comprarem álcool combustível apenas dos distribuidores.",246853,3726,250579,NA,NA,324756395,18234996136165384,"https://www.instagram.com/p/Cp-94tjvlHt/",NA,NA,NA,NA,NA,NA,NA,NA,"NA até NA",NA,NA,NA,NA,NA
